iter	Passed	Remaining
658	763	395
659	764	393
660	765	392
661	766	391
662	767	390
663	768	388
664	769	387
665	770	386
666	771	385
667	772	383
668	773	382
669	774	381
670	775	380
671	776	378
672	777	377
673	777	376
674	778	375
675	780	373
676	781	372
677	782	371
678	782	370
679	783	368
680	784	367
681	785	366
682	786	365
683	787	363
684	788	362
685	789	361
686	790	359
687	791	358
688	792	357
689	793	356
690	794	355
691	794	353
692	795	352
693	796	351
694	797	350
695	798	348
696	799	347
697	800	346
698	801	344
699	802	343
700	803	342
701	804	341
702	804	340
703	805	338
704	806	337
705	807	336
706	808	335
707	809	333
708	810	332
709	812	331
710	813	330
711	814	329
712	815	328
713	815	326
714	816	325
715	817	324
716	818	323
717	819	321
718	821	320
719	822	319
720	823	318
721	824	317
722	825	316
723	826	314
724	827	313
725	827	312
726	828	311
727	829	310
728	830	308
729	831	307
730	832	306
731	833	305
732	834	303
733	835	302
734	836	301
735	837	300
736	838	299
737	839	297
738	840	296
739	840	295
740	842	294
741	842	293
742	843	291
743	844	290
744	845	289
745	846	288
746	847	287
747	848	285
748	849	284
749	850	283
750	851	282
751	852	281
752	853	280
753	854	278
754	855	277
755	856	276
756	857	275
757	858	274
758	859	272
759	860	271
760	861	270
761	862	269
762	863	268
763	864	267
764	865	265
765	866	264
766	867	263
767	868	262
768	869	261
769	870	259
770	871	258
771	871	257
772	872	256
773	873	255
774	874	253
775	875	252
776	876	251
777	877	250
778	878	249
779	879	248
780	880	246
781	881	245
782	882	244
783	883	243
784	884	242
785	884	240
786	885	239
787	886	238
788	887	237
789	888	236
790	890	235
791	891	234
792	892	232
793	892	231
794	893	230
795	894	229
796	895	228
797	896	226
798	897	225
799	898	224
800	899	223
801	900	222
802	901	221
803	902	219
804	903	218
805	904	217
806	905	216
807	906	215
808	906	214
809	907	212
810	908	211
811	909	210
812	910	209
813	911	208
814	912	207
815	913	205
816	913	204
817	914	203
818	916	202
819	917	201
820	917	200
821	918	198
822	919	197
823	920	196
824	921	195
825	922	194
826	923	193
827	924	191
828	925	190
829	926	189
830	926	188
831	927	187
832	928	186
833	930	185
834	931	184
835	932	183
836	934	181
837	935	180
838	936	179
839	938	178
840	939	177
841	940	176
842	941	175
843	942	174
844	944	173
845	945	172
846	946	171
847	947	169
848	948	168
849	949	167
850	950	166
851	952	165
852	953	164
853	954	163
854	955	161
855	956	160
856	957	159
857	958	158
858	960	157
859	961	156
860	962	155
861	963	154
862	964	153
863	965	151
864	966	150
865	967	149
866	969	148
867	970	147
868	972	146
869	974	145
870	975	144
871	976	143
872	977	142
873	978	141
874	979	139
875	980	138
876	981	137
877	982	136
878	983	135
879	984	134
880	986	133
881	987	132
882	989	131
883	990	129
884	991	128
885	992	127
886	994	126
887	995	125
888	996	124
889	997	123
890	998	122
891	999	121
892	1001	119
893	1002	118
894	1003	117
895	1004	116
896	1005	115
897	1006	114
898	1006	113
899	1007	111
900	1009	110
901	1010	109
902	1010	108
903	1011	107
904	1012	106
905	1013	105
906	1015	104
907	1016	102
908	1017	101
909	1018	100
910	1019	99
911	1020	98
912	1022	97
913	1023	96
914	1024	95
915	1025	94
916	1026	92
917	1028	91
918	1029	90
919	1030	89
920	1031	88
921	1032	87
922	1034	86
923	1035	85
924	1036	84
925	1036	82
926	1037	81
927	1038	80
928	1039	79
929	1040	78
930	1041	77
931	1043	76
932	1044	74
933	1045	73
934	1045	72
935	1046	71
936	1047	70
937	1048	69
938	1049	68
939	1050	67
940	1051	65
941	1052	64
942	1052	63
943	1053	62
944	1054	61
945	1055	60
946	1056	59
947	1057	58
948	1058	56
949	1059	55
950	1060	54
951	1061	53
952	1062	52
953	1063	51
954	1064	50
955	1065	49
956	1066	47
957	1067	46
958	1068	45
959	1069	44
960	1070	43
961	1071	42
962	1072	41
963	1073	40
964	1074	38
965	1075	37
966	1076	36
967	1077	35
968	1078	34
969	1078	33
970	1079	32
971	1080	31
972	1081	30
973	1082	28
974	1084	27
975	1085	26
976	1086	25
977	1087	24
978	1088	23
979	1089	22
980	1090	21
981	1091	20
982	1092	18
983	1093	17
984	1094	16
985	1095	15
986	1096	14
987	1097	13
988	1099	12
989	1100	11
990	1101	10
991	1102	8
992	1103	7
993	1103	6
994	1104	5
995	1105	4
996	1106	3
997	1107	2
998	1109	1
999	1110	0
